0,1,2,3,4,5,6,7,8,12,13,14,accession_number,company_name,report_period,filed_date,cik
8.,8.,8.,Note Balances,Note Balances,Note Balances,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,a. Class A-1 Note Balance,a. Class A-1 Note Balance,a. Class A-1 Note Balance,$,0.00,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,b. Class A-2a Note Balance,b. Class A-2a Note Balance,b. Class A-2a Note Balance,$,0.00,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,c. Class A-2b Floating Rate Note Balance,c. Class A-2b Floating Rate Note Balance,c. Class A-2b Floating Rate Note Balance,$,0.00,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,d. Class A-3 Note Balance,d. Class A-3 Note Balance,d. Class A-3 Note Balance,$,430062659.34,,$,403066729.96,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,e. Class A-4 Note Balance,e. Class A-4 Note Balance,e. Class A-4 Note Balance,$,103820000.00,,$,103820000.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,f. Class B Note Balance,f. Class B Note Balance,f. Class B Note Balance,$,33840000.00,,$,33840000.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,g. Class C Note Balance,g. Class C Note Balance,g. Class C Note Balance,$,30070000.00,,$,30070000.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,h. Class D Note Balance,h. Class D Note Balance,h. Class D Note Balance,$,24070000.00,,$,24070000.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,i. Note Balance (sum a - h),i. Note Balance (sum a - h),i. Note Balance (sum a - h),$,621862659.34,,$,594866729.96,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
9.,9.,9.,Pool Factors,Pool Factors,Pool Factors,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,a. Class A-1 Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,b. Class A-2a Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,c. Class A-2b Floating Rate Note Pool Factor,0.0000000,0.0000000,,0.0000000,0.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,d. Class A-3 Note Pool Factor,0.9082633,0.9082633,,0.8512497,0.8512497,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,e. Class A-4 Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,f. Class B Note Pool Factor,f. Class B Note Pool Factor,f. Class B Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,g. Class C Note Pool Factor,g. Class C Note Pool Factor,g. Class C Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,h. Class D Note Pool Factor,h. Class D Note Pool Factor,h. Class D Note Pool Factor,1.0000000,1.0000000,,1.0000000,1.0000000,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,i. Note Pool Factor,i. Note Pool Factor,i. Note Pool Factor,0.4145751,0.4145751,,0.3965778,0.3965778,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
10.,10.,10.,Overcollateralization Target Amount,Overcollateralization Target Amount,Overcollateralization Target Amount,,,,$,3759375.01,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
11.,11.,11.,Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),Current overcollateralization amount (Pool Balance - Note Balance),,,,$,3759375.01,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
12.,12.,12.,Weighted Average Coupon,Weighted Average Coupon,Weighted Average Coupon,,,,8.87,8.87,%,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
13.,13.,13.,Weighted Average Original Term,Weighted Average Original Term,Weighted Average Original Term,months,months,months,67.01,67.01,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
14.,14.,14.,Weighted Average Remaining Term,Weighted Average Remaining Term,Weighted Average Remaining Term,months,months,months,39.73,39.73,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
15.,15.,15.,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,1-Month LIBOR for the interest period ending 11/14/2019,,,,0.09025,0.09025,%,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
16.,16.,16.,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,Note Rate applicable to the Class A-2b notes for the interest period ending 11/14/2019,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
Collections,Collections,Collections,Collections,Collections,Collections,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
17.,17.,17.,Finance Charges:,Finance Charges:,Finance Charges:,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,a. Collections allocable to Finance Charge,,,,$,4433807.87,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,b. Liquidation Proceeds allocable to Finance Charge,,,,$,5447.75,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,c. Purchase Amount allocable to Finance Charge,,,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),d. Available Finance Charge Collections (sum a - c),,,,$,4439255.62,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
18.,18.,18.,Principal:,Principal:,Principal:,,,,,,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,a. Collections allocable to Principal,a. Collections allocable to Principal,a. Collections allocable to Principal,,,,$,25898200.24,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,b. Liquidation Proceeds allocable to Principal,,,,$,356557.60,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,c. Purchase Amount allocable to Principal,,,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
,,,d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),d. Available Principal Collections (sum a - c),,,,$,26254757.84,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
19.,19.,19.,Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),Total Finance Charge and Principal Collections (17d + 18d),,,,$,30694013.46,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
20.,20.,20.,Interest Income from Collection Account,Interest Income from Collection Account,Interest Income from Collection Account,,,,$,433.93,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
21.,21.,21.,Simple Interest Advances,Simple Interest Advances,Simple Interest Advances,,,,$,0.00,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
22.,22.,22.,Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),Available Collections (Ln19 + 20 + 21),,,,$,30694447.39,,0001788503-21-000061,CarMax Auto Owner Trust 2019-4,20211031,20211115,0001788503
